strain,date,region,country,division,location,region_exposure,country_exposure,division_exposure,host,Nextstrain_clade,pango_lineage,clade_nextstrain,clade_who,Nextclade_pango,originating_lab,submitting_lab
USA/WA-S8858/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8859/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S8860/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Seattle Flu Study,Seattle Flu Study
USA/WA-S8861/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S8862/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20H (Beta, V2)",B.1.351,20H,Beta,B.1.351,Seattle Flu Study,Seattle Flu Study
USA/WA-S8864/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20H (Beta, V2)",B.1.351,20H,Beta,B.1.351,Seattle Flu Study,Seattle Flu Study
USA/WA-S8865/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8866/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S8867/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S8868/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S8870/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S8875/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8876/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S8877/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S8878/2021,2021-05-29,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S8879/2021,2021-05-29,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S8918/2021,2021-06-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S894/2020,2020-04-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S9005/2021,2021-06-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S9006/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9008/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9009/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9011/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9012/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9013/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9014/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9016/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9017/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S9018/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S9020/2021,2021-06-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9022/2021,2021-06-05,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9025/2021,2021-06-05,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20H (Beta, V2)",B.1.351,20H,Beta,B.1.351,Atlas Genomics,Seattle Flu Study
USA/WA-S9026/2021,2021-06-05,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S9027/2021,2021-06-05,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S9028/2021,2021-06-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S9030/2021,2021-06-05,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9031/2021,2021-06-05,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9032/2021,2021-06-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S9033/2021,2021-06-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S9035/2021,2021-06-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S9036/2021,2021-06-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9038/2021,2021-06-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20C,B.1.637,20C,,B.1.637,Atlas Genomics,Seattle Flu Study
USA/WA-S9039/2021,2021-06-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9042/2021,2021-06-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9044/2021,2021-06-09,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S9045/2021,2021-06-09,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9047/2021,2021-06-09,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S9051/2021,2021-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Seattle Flu Study,Seattle Flu Study
USA/WA-S9052/2021,2021-03-31,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Seattle Flu Study,Seattle Flu Study
USA/WA-S9053/2021,2021-03-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Seattle Flu Study,Seattle Flu Study
USA/WA-S9054/2021,2021-03-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Seattle Flu Study,Seattle Flu Study
USA/WA-S9056/2021,2021-03-31,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S9057/2021,2021-03-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Seattle Flu Study,Seattle Flu Study
USA/WA-S9059/2021,2021-03-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S9060/2021,2021-04-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20B,B.1.1,20B,,R.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S9063/2021,2021-03-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Seattle Flu Study,Seattle Flu Study
USA/WA-S9064/2021,2021-04-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S9065/2021,2021-04-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20B,B.1.1.519,20B,,B.1.1.519,Seattle Flu Study,Seattle Flu Study
USA/WA-S9067/2021,2021-04-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S9071/2020,2020-11-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9073/2020,2020-12-09,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9076/2021,2021-05-14,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21H (Mu),B.1.621,21H,Mu,B.1.621,Seattle Flu Study,Seattle Flu Study
USA/WA-S9078/2020,2020-12-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9080/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S9086/2020,2020-12-10,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.36.29,20A,,B.1.36.29,Seattle Flu Study,Seattle Flu Study
USA/WA-S9089/2020,2020-11-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.232,20A,,B.1.232,Seattle Flu Study,Seattle Flu Study
USA/WA-S9093/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20H (Beta, V2)",B.1.351,20H,Beta,B.1.351,Seattle Flu Study,Seattle Flu Study
USA/WA-S9094/2021,2021-05-16,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S9095/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S9096/2020,2020-11-06,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20C,B.1.369,20C,,B.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S9097/2021,2021-05-16,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),B.1.617.2,21I,Delta,B.1.617.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9100/2021,2021-05-14,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21H (Mu),B.1.621,21H,Mu,B.1.621,Seattle Flu Study,Seattle Flu Study
USA/WA-S9102/2021,2021-05-13,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S9103/2021,2021-05-14,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S9105/2020,2020-11-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20C,B.1.369,20C,,B.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S9109/2020,2020-11-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9110/2020,2020-11-29,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9111/2021,2021-05-16,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S9112/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S9115/2021,2021-05-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S9117/2020,2020-11-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.596,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9118/2020,2020-11-10,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9119/2020,2020-11-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.234,20A,,B.1.234,Seattle Flu Study,Seattle Flu Study
USA/WA-S9125/2020,2020-11-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9130/2020,2020-11-15,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9131/2020,2020-11-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.232,20A,,B.1.232,Seattle Flu Study,Seattle Flu Study
USA/WA-S9134/2020,2020-11-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9135/2020,2020-11-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.234,20A,,B.1.234,Seattle Flu Study,Seattle Flu Study
USA/WA-S9139/2020,2020-11-14,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20B,B.1.1.222,20B,,B.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S9140/2020,2020-11-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20C,B.1.582,20C,,B.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S9145/2020,2020-11-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.240,20A,,B.1.240,Seattle Flu Study,Seattle Flu Study
USA/WA-S9148/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S9151/2020,2020-11-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20G,B.1.2,20G,,B.1.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9152/2020,2020-11-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.240,20A,,B.1.240,Seattle Flu Study,Seattle Flu Study
USA/WA-S9153/2021,2021-05-26,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S9157/2020,2020-11-26,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.234,20A,,B.1.234,Seattle Flu Study,Seattle Flu Study
USA/WA-S9159/2020,2020-11-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S9160/2021,2021-04-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S9164/2021,2021-06-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S9165/2021,2021-06-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S9166/2021,2021-06-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S9168/2021,2021-06-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),AY.38,21I,Delta,B.1.617.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9169/2021,2021-06-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21H (Mu),B.1.621,21H,Mu,B.1.621,Seattle Flu Study,Seattle Flu Study
USA/WA-S9170/2021,2021-06-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S9171/2021,2021-06-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21A (Delta),B.1.617.2,21A,Delta,B.1.617.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9173/2021,2021-06-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21A (Delta),B.1.617.2,21A,Delta,B.1.617.2,Seattle Flu Study,Seattle Flu Study
USA/WA-S9174/2021,2021-06-09,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21H (Mu),B.1.621,21H,Mu,B.1.621,Seattle Flu Study,Seattle Flu Study
USA/WA-S9175/2021,2021-06-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Seattle Flu Study,Seattle Flu Study
